A0A0C5B5G6	A0A0C5B5G6
Q96292	Q4YU79
Q96292	Q8ILW9
Q96292	Q54HE7
Q96292	A7MB62
Q96292	O96621
Q96292	Q56A35
Q96292	Q9UUJ1
Q96292	Q9LSD6
Q96292	Q5M7U6
Q96292	P32381
Q96292	P61160
Q96292	P61161
Q96292	P53489
Q96292	P45888
Q96292	Q7ZTP2
Q96292	Q9Y614
Q96292	Q9QY83
Q96292	Q641W9
Q96292	Q9QY84
Q96292	Q9Y615
Q96292	P45891
Q96292	Q8BXF8
Q96292	Q9BYD9
Q96292	Q54I79
Q96292	P61164
Q96292	P45889
Q96292	P85515
Q96292	P42025
Q96292	P61163
Q96292	Q8TDG2
Q96292	Q8TDY3
Q96292	P12432
Q96292	P12433
Q96292	P38696
Q96292	O94630
Q99K23	Q99K23
Q99K23	Q9NUQ7
Q99K23	Q9VUR0
Q99P21	Q99P21
Q99P21	Q8R5G2
Q99P21	Q9UIF7
Q9C6W5	Q9C6W5
Q9C6W5	Q93YS4
Q9C6W5	Q9FT51
Q9C6W5	Q9SZR9
Q9C6W5	Q9LK50
Q9C6W5	Q84TH5
Q9D6J6	Q9D6J6
Q9D6J6	P19404
Q9D6J6	P04394
Q9D6J6	O22769
Q9EQN3	Q9EQN3
Q9EQN3	Q9Y3Q8
Q9ESM6	Q9ESM6
Q9ESM6	Q640M6
Q9ESM6	Q8WTR4
Q9ESM6	Q3KTM2
Q9FNP4	Q9FNP4
Q9FYK5	Q9FYK5
Q9FYK5	Q9SAD4
Q9JIF7	Q9JIF7
Q9JIF7	P23514
Q9JIF7	P53618
Q9JIF7	Q66HV4
Q9JIF7	P45437
Q9JIF7	Q23924
Q9JIF7	Q9UUF7
Q9JIF7	Q9SV21
Q9JIF7	Q9SV20
Q9JIF7	P41810
Q9JMK8	Q9JMK8
Q9JMK8	Q5SPW0
Q9JMK8	Q9P1Q0
Q9LU44	Q9LU44
Q9MA79	Q9MA79
Q9MA79	Q6RYT0
Q9MA79	P09202
Q9MA79	P0A993
Q9MA79	Q9Z1N1
Q9MA79	Q9QXD6
Q9MA79	P00637
Q9MA79	P19112
Q9MA79	P09467
Q9MA79	O00757
Q9MA79	P25851
Q9MA79	P09201
Q9SB92	Q9SB92
Q9SJU9	Q9SJU9
Q9VKB9	Q9VKB9
Q9W1I2	Q9W1I2
Q9WTX2	Q9WTX2
Q9WTX2	Q4V8C7
Q9WTX2	O75569
Q9WTX2	P97473
Q9WTX2	Q15633
Q9WVJ3	Q9WVJ3
Q9WVJ3	Q9Y646
Q9WVJ3	Q6IRK9
Q9XWF0	Q9XWF0
Q9HUI9	Q9HUI9
Q9HZ76	Q9HZ76
Q9I060	Q9I060
O13848	O13848
O60097	O60097
O94276	O94276
P18519	P18519
P18519	Q9Z0W1
P18519	P07174
P18519	P08138
P56207	P56207
P9WG47	P9WG47
P9WG47	P0AES4
P9WG47	Q9CAF6
P9WK09	P9WK09
P9WQI9	P9WQI9
Q4WF29	Q4WF29
Q4WF29	Q9I0F2
Q86LE5	Q86LE5
Q94IN5	Q94IN5
Q94IN5	P52647
Q9USP2	Q9USP2
Q9USP2	P40009
A0A8I3P7X4	A0A8I3P7X4
A0A8I3P7X4	Q9D024
A0A8I3P7X4	Q96A33
G4VQX9	G4VQX9
G4VQX9	P21265
G4VQX9	P54822
G4VQX9	P30566
G4VQX9	Q05911
G4VQX9	O60105
O14246	O14246
P26008	P26008
P26008	P43406
P26008	P06756
P26008	A2ARA8
P26008	P53708
P26008	P08648
P26008	P11688
P26008	Q27977
P35669	P35669
P82042	P82042
P87252	P87252
P9WIC7	P9WIC7
P9WNU7	P9WNU7
Q10099	Q10099
Q10099	P53011
Q7CQM5	Q7CQM5
Q8IFM5	Q8IFM5
Q9P802	Q9P802
Q9UTN3	Q9UTN3
O25067	O25067
O25067	P11436
O94466	O94466
P33724	P33724
P33724	Q6RVA9
P33724	Q03135
P33724	P41350
P33724	P51638
P33724	P49817
P33724	Q2KI43
P33724	P56539
P33724	P51637
P33724	P79132
P33724	P35431
P41784	P41784
P9WNK7	P9WNK7
Q59Z29	Q59Z29
Q8I0U8	Q8I0U8
Q8WPJ2	Q8WPJ2
Q9P6M1	Q9P6M1
Q9UTK7	Q9UTK7
A0A076FFM5	A0A076FFM5
A0A076FFM5	Q8W496
O74201	O74201
O74201	P63147
O74201	P63146
O74201	Q9Z255
O74201	P52478
O74201	P42745
O74201	P42746
O74201	P49459
O74201	P06104
O74201	P25153
O74201	P25865
O74201	P63149
O74201	P23566
P36617	P36617
P87053	P87053
P9WP79	P9WP79
Q27452	Q27452
Q27452	Q25519
Q27452	Q8MZM3
Q27452	Q9W1V6
Q27452	Q9V521
Q27452	Q27451
Q27452	O44249
Q41233	Q41233
Q41233	Q01594
Q57UP7	Q57UP7
Q57UP7	Q57UP8
Q79LY0	Q79LY0
Q8IE14	Q8IE14
Q8IE14	O74323
Q8IE14	Q9BY50
Q8IE14	P67812
Q8IE14	P67811
Q8IE14	P13679
Q8IE14	P15367
Q9P7C7	Q9P7C7
Q9P7C7	Q4TVV3
Q9P7C7	Q7L014
Q9P7C7	Q8H0U8
A0A1L8FDW4	A0A1L8FDW4
A0A1L8FDW4	Q2M2R8
A0A1L8FDW4	O09012
A0A1L8FDW4	Q920N5
A0A1L8FDW4	P50542
A0A1L8FDW4	Q8IYB4
A0A1L8FDW4	Q8C437
A0A1L8FDW4	Q925N3
O14140	O14140
O42913	O42913
O74372	O74372
O94436	O94436
O94436	P35189
P62797	P62797
P62797	P62799
P62797	P02309
P62797	P84040
P62797	P83865
P62797	P62784
P62797	P59259
P62797	Q76NW2
P62797	P62801
P62797	P62805
P62797	Q8NIG3
P62797	P09322
P62797	P62803
P62797	Q99525
P62797	P62806
P62797	P62804
P9WI81	P9WI81
P9WP19	P9WP19
Q05957	Q05957
Q05957	O49290
Q10659	Q10659
Q382V9	Q382V9
Q59VR1	Q59VR1
Q5GJ59	Q5GJ59
Q5GJ59	A0A1D6EFT8
Q5GJ59	A0A291LSD6
Q79FV4	Q79FV4
Q8I5V4	Q8I5V4
Q9USR4	Q9USR4
Q9YGV1	Q9YGV1
Q9YGV1	Q9NR23
Q9YGV1	Q07104
Q9YGV1	P35621
B1AL88	B1AL88
Q6P9H5	Q6P9H5
Q6P9H5	Q8K349
Q6P9H5	Q96F15
Q6P9H5	Q99MI6
Q6P9H5	Q8BWF2
Q6P9H5	Q8K3L6
Q6P9H5	Q9UG22
Q6P9H5	P70224
Q6P9H5	Q8WWP7
Q6P9H5	Q9NUV9
Q8IZS5	Q8IZS5
Q8TBZ0	Q8TBZ0
Q99742	Q99742
Q99742	P97459
Q99742	Q24119
Q99742	P05709
Q9NYJ1	Q9NYJ1
Q1ZZU3	Q1ZZU3
Q6TDU7	Q6TDU7
Q6TDU7	Q6TDU8
Q8N4H5	Q8N4H5
Q8N4H5	B1AXP6
Q8N4H5	A8YXZ8
Q8N4H5	Q5R676
Q9BRJ6	Q9BRJ6
Q9NRH1	Q9NRH1
O43812	O43812
O43812	A6NLW8
Q86WI0	Q86WI0
Q96EN9	Q96EN9
Q9BV19	Q9BV19
Q9NYW7	Q9NYW7
Q9NYW7	Q9JKT2
Q9NYW7	Q9JKU1
A6NKD9	A6NKD9
A6NKD9	E9Q6B2
Q8NDX6	Q8NDX6
Q4G0T1	Q4G0T1
Q6P7N7	Q6P7N7
Q8IY42	Q8IY42
Q9NTI7	Q9NTI7
A6MHQ4	A6MHQ4
F4I3Z5	F4I3Z5
O31503	O31503
O61790	O61790
P05651	P05651
P0A9W0	P0A9W0
P11997	P11997
P11997	P11996
P11997	P11995
P18414	P18414
P18414	P35402
P18414	Q5ZKX9
P18414	O76767
P18414	O43731
P18414	Q569A6
P18414	Q5U305
P18414	P48583
P18414	Q99JH8
P18414	P33947
P18414	P24390
P18414	Q76NM1
P18414	O94270
P18414	Q8VWI1
P33200	P33200
P38705	P38705
P40312	P40312
P45522	P45522
P45522	P03819
P50287	P50287
P50287	Q8VI04
P50287	Q7L266
P50287	Q8C0M9
P50287	Q8GXG1
P50287	P37595
P53851	P53851
P62301	P62301
P62301	P62278
P62301	P05756
P62301	P59224
P62301	P59223
P62301	P28189
P62301	A0A1D8PPE0
P62301	Q03334
P62301	G1SP51
P62301	P62277
P76245	P76245
P94391	P94391
Q03735	Q03735
Q06892	Q06892
Q0P5V9	Q0P5V9
Q21878	Q21878
Q38799	Q38799
Q38799	Q7K5K3
Q38799	O44451
Q38799	P11177
Q38799	Q9D051
Q38799	P32473
Q38799	P49432
Q38799	Q09171
Q38799	Q9C6Z3
Q38799	O64688
Q5ND29	Q5ND29
Q5ND29	Q96NA2
Q68FF9	Q68FF9
Q68FF9	P24008
Q68FF9	P18405
Q68FF9	Q99N99
Q68FF9	P31213
Q68FF9	P31214
Q68FF9	Q2QDF6
Q68FF9	Q38944
Q68FF9	Q5K2N1
Q8BIR2	Q8BIR2
Q8BIR2	Q2TB18
Q8IS18	Q8IS18
Q8LIL0	Q8LIL0
Q8LIL0	Q8SAS8
Q8LIL0	B1Q2B6
Q8LIL0	A0A2Z5QKZ7
Q8LIL0	D2DRC4
Q8LIL0	D2DRC5
Q8LIL0	Q27Z07
Q8LIL0	Q58VP7
Q8LIL0	C4MBZ5
Q8LIL0	C4NF91
Q8LIL0	Q3L7F5
Q8LIL0	C4NF90
Q8LIL0	Q94FV7
Q8LIL0	C6L7V8
Q8LIL0	C0SVZ5
Q8LIL0	C6L7V9
Q8LIL0	C0SVZ6
Q8LIL0	Q9FUB7
Q8LIL0	P13114
Q8LIL0	Q9FEY5
Q8LIL0	Q8RVK9
Q8LIL0	P30074
Q8LIL0	A0A2Z5QL08
Q8LIL0	L7NCQ3
Q8S2W4	Q8S2W4
Q9C5Z6	Q9C5Z6
Q9C5Z6	Q9SCS7
Q9C5Z6	Q9SCS8
Q9C5Z6	Q9SCS9
Q9FG29	Q9FG29
Q9FG29	Q9C7C4
Q9FG29	F4K2F0
Q9FG29	Q08A72
Q9FMW8	Q9FMW8
Q9FMW8	Q8VZR0
Q9LYF6	Q9LYF6
Q9MAT0	Q9MAT0
Q9MAT0	O48844
Q9MAT0	P32565
Q9MAT0	Q3TXS7
Q9MAT0	Q99460
Q9MAT0	O74762
Q9MAT0	Q54JM5
Q9MAT0	Q9V3P6
Q9SAH7	Q9SAH7
Q9SAH7	Q9SK33
Q9SAH7	Q9C5T4
Q9SAH7	Q6EPZ0
Q9SAH7	B8BF91
Q9SAH7	Q6IEK5
Q9SAH7	Q6EPZ2
Q9V6B9	Q9V6B9
Q9VNI3	Q9VNI3
Q9WVA3	Q9WVA3
Q9WVA3	Q9YGY3
Q9WVA3	O43684
Q9WVA3	Q9XWH0
Q9WVA3	Q9LJN8
A4IG66	A4IG66
A4IG66	A2A8U2
A4IG66	Q5SNT2
F4IAW1	F4IAW1
F4IAW1	P0DKB7
F4IAW1	P0DKB9
F4IAW1	F4IAT8
F4IAW1	P0DKB8
G5ECL4	G5ECL4
O42115	O42115
O42115	Q96QS3
O42115	O35085
O42115	A6YP92
P0A8T1	P0A8T1
P0AFH2	P0AFH2
P50086	P50086
P76473	P76473
Q05040	Q05040
Q20733	Q20733
Q4QQS1	Q4QQS1
Q4QQS1	Q3UFJ6
Q4QQS1	Q1RMW2
Q550K8	Q550K8
Q5SS91	Q5SS91
Q5SS91	Q9DA32
Q5SS91	Q8TC36
Q6AY14	Q6AY14
Q6AY14	Q8QZV6
Q6AY14	Q3B820
Q7XA83	Q7XA83
Q8C7E9	Q8C7E9
Q8C7E9	P33240
Q8C7E9	Q9H0L4
Q8L471	Q8L471
Q95R14	Q95R14
Q9C776	Q9C776
Q9C776	Q9ZT48
Q9CWQ0	Q9CWQ0
Q9CWQ0	Q9H2P9
Q9CWQ0	P32469
Q9CWQ0	O74898
Q9D9E0	Q9D9E0
Q9D9E0	Q8WUG5
Q9JIL6	Q9JIL6
Q9JIL6	Q9NZD1
Q9JIL6	Q8BHL4
Q9JIL6	Q8NFJ5
Q9SGI7	Q9SGI7
Q9SUI4	Q9SUI4
D3Z8X7	D3Z8X7
D3Z8X7	Q80V31
D3Z8X7	O60308
F4IL30	F4IL30
O01477	O01477
O22938	O22938
O49675	O49675
O80669	O80669
O80669	Q9LDH1
P01097	P01097
P01097	P01098
P01097	O74523
P06911	P06911
P06911	A2AJB7
P0CAT2	P0CAT2
P0CAT2	Q08CI8
P0CAT2	Q91XD8
P0CAT2	Q96DW6
P25632	P25632
P32166	P32166
P40758	P40758
P45523	P45523
P63177	P63177
P77272	P77272
Q0WVW7	Q0WVW7
Q12403	Q12403
Q20053	Q20053
Q54WS5	Q54WS5
Q5PP12	Q5PP12
Q6IMY1	Q6IMY1
Q6UFS5	Q6UFS5
Q6UFS5	Q96F45
Q6UFS5	Q7TMA2
Q6UFS5	Q9H7S9
Q6UFS5	P0CL69
Q6UFS5	Q90ZE2
Q7KWM5	Q7KWM5
Q7KWM5	Q9H553
Q80ZM3	Q80ZM3
Q80ZM3	Q8IXQ9
Q8C206	Q8C206
Q8L6Z7	Q8L6Z7
Q91Y47	Q91Y47
Q91Y47	P03951
Q91Y47	Q2KJ63
Q91Y47	P03952
Q91Y47	P14272
Q95121	Q95121
Q95121	P36955
Q95121	P97298
Q9C6A1	Q9C6A1
Q9CXE0	Q9CXE0
Q9CXE0	Q9NQX1
Q9FH97	Q9FH97
Q9FQ20	Q9FQ20
Q9QXE2	Q9QXE2
Q9QXE2	Q9UGP5
Q9STX1	Q9STX1
Q9V3D6	Q9V3D6
Q9V3D6	Q9P2I0
Q9V3D6	O35218
Q9VPH0	Q9VPH0
A0A486WWJ9	A0A486WWJ9
F4IMH3	F4IMH3
O01991	O01991
O49660	O49660
P0ACL5	P0ACL5
P0CI79	P0CI79
P23500	P23500
P23500	P10566
P23500	Q96A46
P23500	Q9NYZ2
P23500	Q287T7
P23500	Q920G8
P23500	Q8R0Z5
P23500	Q9VAY3
P27768	P27768
P27768	P48788
P27768	P02643
P27768	P13413
P27768	P19237
P27768	Q9WUZ5
P27768	P08057
P27768	P19429
P27768	P02646
P27768	P23693
P27768	P48787
P32904	P32904
P36118	P36118
P38796	P38796
P40517	P40517
P48525	P48525
P67662	P67662
P77379	P77379
P94392	P94392
P94392	P10502
P94392	P07117
Q04183	Q04183
Q06702	Q06702
Q06702	Q06703
Q12027	Q12027
Q19443	Q19443
Q3E829	Q3E829
Q54WN7	Q54WN7
Q5XJA5	Q5XJA5
Q5XJA5	Q5JVS0
Q5XJA5	A1L1K8
Q5XJA5	Q9JKS5
Q5XJA5	G1SW77
Q5XJA5	Q8NC51
Q5XJA5	Q6AXS5
Q5XJA5	Q9CY58
Q5XJA5	Q6NRY1
Q5XJA5	Q6PB22
Q810J1	Q810J1
Q9CZL5	Q9CZL5
Q9CZL5	P61458
Q9CZL5	P61459
Q9CZL5	Q9H0N5
Q9CZL5	P61457
Q9FJT8	Q9FJT8
Q9VMU5	Q9VMU5
Q9W5E4	Q9W5E4
E7F5E1	E7F5E1
O82775	O82775
O82775	Q8VY98
P05719	P05719
P0AB01	P0AB01
P0DM58	P0DM58
P24719	P24719
P34248	P34248
P37475	P37475
P39732	P39732
P41814	P41814
P47754	P47754
P47754	P52907
P47754	P28497
P47754	P13127
P47754	P47755
P47754	P47753
P47754	Q9W2N0
P47754	P13022
P47754	P34685
P52045	P52045
P76938	P76938
Q08003	Q08003
Q0WMY5	Q0WMY5
Q17886	Q17886
Q22909	Q22909
Q22909	Q22910
Q22909	Q8VIB5
Q22909	O88181
Q22909	Q9NY43
Q22909	P63157
Q22909	Q9BZE3
Q5NDE5	Q5NDE5
Q5NDE5	Q8NAT1
Q5NDE5	Q8BW41
Q68FF0	Q68FF0
Q6LA42	Q6LA42
Q6PGL7	Q6PGL7
Q6PGL7	Q641Q2
Q6PGL7	Q9Y4E1
Q80WA4	Q80WA4
Q80WA4	A0A0B4KGY6
Q80WA4	A0A1W2P872
Q80WA4	Q9UNW9
Q80WA4	P51513
Q80WA4	Q9JKN6
Q8C4W3	Q8C4W3
Q8C4W3	Q496H8
Q9M041	Q9M041
Q9SHY8	Q9SHY8
Q9SHY8	O23174
Q9SHY8	O95391
Q9VYQ0	Q9VYQ0
Q9XUE7	Q9XUE7
P18275	P18275
Q9HT84	Q9HT84
D0PRN4	D0PRN4
D0PRN4	Q8C985
D0PRN4	Q28143
D0PRN4	E9PUN2
D0PRN4	A1XQX1
D0PRN4	P58400
D0PRN4	Q63373
D0PRN4	P0DI97
D0PRN4	D0PRN2
D0PRN4	Q28142
D0PRN4	P58401
D0PRN4	Q9HDB5
L0TCG5	L0TCG5
O14229	O14229
P0A1N2	P0A1N2
P63588	P63588
P9WJS3	P9WJS3
Q00472	Q00472
Q00472	P19881
Q10167	Q10167
Q10167	Q2V2P4
Q58952	Q58952
Q8IIR7	Q8IIR7
Q9UT02	Q9UT02
C6Y4C9	C6Y4C9
O13048	O13048
O73694	O73694
O94309	O94309
P18908	P18908
P9WM53	P9WM53
Q09761	Q09761
Q4WAY8	Q4WAY8
Q60362	Q60362
Q8WZK3	Q8WZK3
Q9XDN6	Q9XDN6
A8HYJ1	A8HYJ1
I1BTD7	I1BTD7
O13907	O13907
O74326	O74326
O74326	Q9UT49
Q00298	Q00298
Q00298	B9U443
Q00298	Q9Y7G8
Q00298	G4MZV6
Q00298	A0A024SC78
Q5BAP5	Q5BAP5
Q5BAP5	Q4X084
Q6NRK1	Q6NRK1
Q6NRK1	Q8VC66
Q6NRK1	Q8CGZ2
Q6NRK1	Q9Y2D8
Q8I1Y0	Q8I1Y0
Q9Y7X8	Q9Y7X8
A0A1D8PNZ7	A0A1D8PNZ7
A0A1D8PNZ7	Q02979
A0A644F0T7	A0A644F0T7
O93868	O93868
P36425	P36425
P36425	Q62252
P36425	Q15506
P84386	P84386
P9WHP5	P9WHP5
Q01961	Q01961
Q5ATP7	Q5ATP7
Q79FR5	Q79FR5
Q8IEF6	Q8IEF6
Q9SEW4	Q9SEW4
Q9SEW4	B3STU4
Q9SEW4	Q9SPL3
Q9SEW4	Q9SPL4
Q9SEW4	Q8S4P9
Q9SEW4	A0A2I4E5L6
A0A120KVR8	A0A120KVR8
A7XRY8	A7XRY8
D2CSU5	D2CSU5
D2CSU5	B4FNK8
D2CSU5	Q9C544
D2CSU5	O13739
D2CSU5	Q9S7H4
D2CSU5	D2CSU4
D2CSU5	P42738
D2CSU5	B4FUP5
O13658	O13658
O33361	O33361
O74338	O74338
O94530	O94530
O94530	P32579
O94530	P39153
P85214	P85214
P9WJI9	P9WJI9
P9WJI9	P9WJI7
Q10896	Q10896
Q5ADL8	Q5ADL8
Q97SU1	Q97SU1
Q9P6M3	Q9P6M3
Q9UST7	Q9UST7
Q5JTD7	Q5JTD7
Q6ZQV5	Q6ZQV5
Q96SF2	Q96SF2
Q9Y312	Q9Y312
Q14390	Q14390
Q14390	B5MD39
Q14390	Q9BX51
Q8IWB4	Q8IWB4
Q96LK8	Q96LK8
O15482	O15482
Q7Z736	Q7Z736
Q8TBR7	Q8TBR7
Q8TBR7	Q71RH2
Q8TBR7	Q7TNV1
Q9BVV8	Q9BVV8
Q8NFR7	Q8NFR7
Q9NW61	Q9NW61
Q3ZCQ2	Q3ZCQ2
Q8N8R5	Q8N8R5
Q96KF2	Q96KF2
Q9UDX4	Q9UDX4
Q9UDX4	O76054
Q9UDX4	Q99MS0
Q9UDX4	Q9UDX3
F4J3S1	F4J3S1
O14468	O14468
O45595	O45595
P09155	P09155
P0AGJ2	P0AGJ2
P14127	P14127
P14127	O42984
P14127	P02407
P14127	Q9P7J6
P14127	P49205
P14127	G1TU13
P14127	P17704
P14127	Q9SQZ1
P14127	P08708
P14127	P63276
P14127	Q9LZ17
P14127	P04644
P14127	Q9SJ36
P14127	Q6QAP7
P23797	P23797
P32714	P32714
P37263	P37263
P39830	P39830
P54453	P54453
P75851	P75851
P90893	P90893
Q06640	Q06640
Q0WVL7	Q0WVL7
Q20689	Q20689
Q4PNJ2	Q4PNJ2
Q4PNJ2	Q9D035
Q4PNJ2	Q3URJ8
Q4PNJ2	Q8IVV8
Q4PNJ2	Q9JMG4
Q6B860	Q6B860
Q6B860	O60783
Q6B860	Q9CR88
Q7FA29	Q7FA29
Q7FA29	Q94DD4
Q7FA29	Q9SGD2
Q8VDC0	Q8VDC0
Q8VDC0	Q15031
Q9LIF1	Q9LIF1
Q9LIF1	Q96305
Q9LIF1	Q8LF89
Q9LIF1	O82255
Q9LIF1	Q9LYC5
Q9LIF1	Q9M9Y9
Q9LIF1	O04341
Q9LIF1	O23421
Q9LIF1	Q8L8Z8
Q9LIF1	O23419
Q9LIF1	O23420
Q9LIF1	Q9SA68
Q9LIF1	Q9LYC8
Q9LIF1	O23417
Q9LIF1	Q6NLU2
Q9LIF1	O82254
Q9LIF1	Q9LYC6
Q9XWW1	Q9XWW1
A1Z8E9	A1Z8E9
F4J2K4	F4J2K4
O22433	O22433
P0AB33	P0AB33
P0C467	P0C467
P0C467	Q6ENH6
P0C467	P56804
P0C467	P0C465
P0C467	P0C466
P31442	P31442
P37326	P37326
P39959	P39959
P62748	P62748
P62748	P42324
P62748	Q9UM19
P62748	P84076
P62748	Q5PQN0
P62748	Q09711
P62748	P84074
P62748	P84075
P62748	P61602
P62748	P62761
P62748	Q91X97
P62748	P35332
P62748	P62760
P62748	Q8BGZ1
P62748	P62762
P62748	P37235
P62748	P42325
P62748	P61601
P62748	Q6AXL4
P62748	P35243
P62748	P21457
P62748	P34057
P62748	Q06389
P62748	Q9NS61
P62748	Q6PIL6
P62748	Q9QXT8
P62748	Q9Y2W7
P62748	Q99MG9
P62748	Q9JJ69
P62748	Q8R426
P62748	Q9JM47
P62748	Q6PHZ8
P62748	Q9JM59
P62748	Q9JJ57
P62748	Q9NZI2
P62748	P36608
P62748	Q8BNY6
P62748	P62166
P62748	Q9VWX8
P62748	P62168
P62748	P37236
P62748	P62167
P62748	Q9UMX6
P62748	Q8VBV8
P77682	P77682
Q03153	Q03153
Q12021	Q12021
Q27488	Q27488
Q27488	P23639
Q27488	O23708
Q27488	Q3T0Y5
Q27488	Q54DM7
Q27488	P49722
Q27488	Q8L4A7
Q27488	P40301
Q27488	P25787
Q27488	O94579
Q27488	Q9U793
Q76NT9	Q76NT9
Q7ZWF4	Q7ZWF4
Q8BTG6	Q8BTG6
Q8BTG6	Q9H741
Q8BTG6	Q503V3
Q8R1Y2	Q8R1Y2
Q8R1Y2	Q96MC5
Q94398	Q94398
Q9CPR5	Q9CPR5
Q9CPR5	Q9P015
Q9CPR5	Q0VC21
Q9FRR1	Q9FRR1
Q9LID0	Q9LID0
Q9LID0	Q9CAE3
Q9LID0	Q8VXV7
Q9SJ62	Q9SJ62
Q9VGG8	Q9VGG8
Q9ZW81	Q9ZW81
Q9ZW81	Q8H102
P0AEB0	P0AEB0
P34127	P34127
P43337	P43337
P76261	P76261
Q06214	Q06214
Q0IY07	Q0IY07
Q0IY07	Q6E7H0
Q14CH0	Q14CH0
Q23157	Q23157
Q23157	Q22549
Q3ECW2	Q3ECW2
Q3ECW2	Q9C6A9
Q3ECW2	Q9FMH5
Q3ECW2	A0MEB5
Q3ECW2	Q9FVX0
Q3ECW2	Q9C6Y3
Q3ECW2	Q147G5
Q3ECW2	Q39071
Q3ECW2	Q38819
Q3ECW2	Q9C968
Q54QP6	Q54QP6
Q567I9	Q567I9
Q8BLA1	Q8BLA1
Q8H1R2	Q8H1R2
Q8LG10	Q8LG10
Q8LG10	Q8LC59
Q8LG10	Q9LIB5
Q8LG10	Q9FJ10
Q9CQN7	Q9CQN7
Q9CQN7	Q8IXM3
Q9CQN7	Q7JZM8
Q9DA57	Q9DA57
Q9DA57	Q9BR10
Q9JHG1	Q9JHG1
Q9JHG1	P57054
Q9LRZ3	Q9LRZ3
Q9SZL4	Q9SZL4
Q9VR20	Q9VR20
O04259	O04259
O04259	Q8GWK1
O44424	O44424
P0A901	P0A901
P34387	P34387
P38734	P38734
P45870	P45870
P56382	P56382
P56382	P05632
P56382	P56381
P56382	Q5VTU8
P56382	P29418
P56382	P34539
P56382	Q9VXN2
P76080	P76080
Q12500	Q12500
Q3E9F7	Q3E9F7
Q3E9F7	Q3E9F5
Q3E9F7	Q3E9F6
Q3E9F7	Q9SRT0
Q4KML2	Q4KML2
Q4KML2	Q84KJ5
Q5FBC4	Q5FBC4
Q5FBC4	Q5FBC3
Q6NWI4	Q6NWI4
Q6NWI4	Q96QA6
Q6NWI4	P61236
Q6NWI4	Q65Z93
Q6NWI4	Q9W2X7
Q6NWI4	Q2V3E2
Q6NWI4	P62699
Q6NWI4	Q9XZF0
Q6NWI4	Q65Z55
Q7KWU0	Q7KWU0
Q7KWU0	Q54P86
Q84LR6	Q84LR6
Q8R089	Q8R089
Q9FLD8	Q9FLD8
Q9LKR8	Q9LKR8
Q9LKR8	Q9SR19
Q9LUL5	Q9LUL5
Q9M643	Q9M643
Q9SD42	Q9SD42
Q9SD42	F4ITL6
Q9SSB8	Q9SSB8
Q9SSB8	Q9LW15
Q9VV36	Q9VV36
G5EGF8	G5EGF8
O23277	O23277
P0AEL3	P0AEL3
P16701	P16701
P29746	P29746
P35195	P35195
P39140	P39140
P48641	P48641
P48641	P42770
P54670	P54670
P75749	P75749
P75749	P77616
Q07362	Q07362
Q12108	Q12108
Q1PF16	Q1PF16
Q1PF16	Q1PF17
Q1PF16	Q9T072
Q1PF16	Q8S3F1
Q32MW3	Q32MW3
Q32MW3	Q9Y305
Q32MW3	Q9R0X4
Q54Z13	Q54Z13
Q8RX87	Q8RX87
Q8RX87	Q94A08
Q9FDX1	Q9FDX1
Q9FK28	Q9FK28
Q9FK28	Q9SJL6
Q9JJW3	Q9JJW3
Q9JJW3	Q78IK2
Q9JJW3	Q96IX5
Q9JJW3	Q3ZBI7
Q9M391	Q9M391
Q9T0I6	Q9T0I6
Q9T0I6	O14187
Q9T0I6	Q9SSD2
Q9T0I6	P33334
Q9T0I6	Q6P2Q9
Q9VS36	Q9VS36
Q9XPI8	Q9XPI8
G3XCU2	G3XCU2
G3XCU2	Q9HTI4
G3XCU2	Q9HTH5
Q51373	Q51373
Q51373	P0AED5
Q9I0K4	Q9I0K4
O24926	O24926
O59678	O59678
O59678	Q08746
O94252	O94252
P0C499	P0C499
P0C499	P0C500
P0C499	Q6ENE2
P0C499	P56762
P0C499	P0C498
P84638	P84638
P84638	C0HLN9
P84638	P84642
P84638	P84643
P84638	C0HLP0
P84638	C0HLP5
P84638	C0HLP1
P84638	C0HLP3
P84638	C0HLP2
P84638	C0HLP4
P84638	C0HLP6
P84638	C0HLP7
P84638	C0HKH6
P84638	P84637
P84638	P58434
P84638	P84641
P84638	P84644
P84638	P84639
P84638	P84640
P84638	C0HLP8
P84638	P83840
P84638	C0HLN8
P87109	P87109
P9WMX7	P9WMX7
Q09828	Q09828
Q09828	P11325
Q26677	Q26677
Q26677	P17882
Q9HE08	Q9HE08
Q9HE08	P47095
Q9HE08	Q9WVQ5
Q9HE08	Q96GX9
Q9UTR9	Q9UTR9
O43006	O43006
O60118	O60118
O60118	Q12487
O94560	O94560
P0C345	P0C345
P0C345	Q37165
P0C345	P0C344
P0C345	P12124
P0C345	Q6ENA2
P83660	P83660
P86702	P86702
P9WGF7	P9WGF7
P9WKV1	P9WKV1
Q01962	Q01962
Q10220	Q10220
Q388F1	Q388F1
Q5ADX2	Q5ADX2
Q6ENC1	Q6ENC1
Q6ENC1	P0C489
Q6ENC1	P0C490
Q6ENC1	P0C491
Q6ENC1	P9WH29
Q6ENC1	P02359
Q6ENC1	P61841
Q90YI1	Q90YI1
Q9XDM6	Q9XDM6
B9WAI9	B9WAI9
B9WAI9	A0A1D8PGB8
O74345	O74345
